,University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
908,2019,Male,24,2018,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,65,Yes,No,No,Cyber security,2,Data Science,Single,Yes,Family,Yes,6.125,No,8.875,144,37000
909,2020,Female,20,2020,11,No,No,2,2,Online,Yes,Yes,3,Intermediate,72,No,No,No,Cyber security,4,Data Science,Married,No,Family,No,6.675,No,9.425,143,37000
910,2022,Male,21,2021,6,No,No,2,2,Offline,Yes,Yes,3,Advance,42,No,No,Yes,Cyber security,3,Data Science,Single,No,Bachelor,Yes,4.725,No,7.425000000000001,97,37000
911,2021,Female,20,2020,8,No,No,2,2,Online,Yes,No,3,Basic,68,No,No,No,Web development,4,Software,Married,Yes,Family,No,6.675,No,9.350000000000001,90,38000
912,2022,Female,22,2021,5,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,47,Yes,No,No,Cyber security,2,Data Science,Single,No,Bachelor,No,6.8500000000000005,No,9.5,68,39000
913,2018,Female,22,2017,10,No,No,3,2,Online,Yes,Yes,8,Advance,90,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,No,4.025,No,7.199999999999999,123,40000
914,2018,Female,24,2018,11,No,No,4,2,Offline,Yes,Yes,2,Intermediate,86,Yes,Yes,No,Cyber security,4,Data Science,Relationship,No,Bachelor,No,6.35,No,9.075,144,40000
915,2020,Male,21,2020,10,No,No,2,3,Offline,Yes,Yes,3,Intermediate,79,Yes,No,Yes,Cyber security,2,Data Science,Relationship,No,Bachelor,No,3.65,No,6.375,139,40000
916,2020,Male,20,2020,10,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,6.625,No,9.475,138,40000
917,2021,Female,21,2020,9,No,No,3,2,Online,Yes,Yes,3,Advance,46,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,4.699999999999999,No,7.3,124,42000
918,2022,Female,21,2021,6,Yes,No,2,1,Offline,Yes,Yes,3,Advance,78,Yes,No,Yes,Programming,1,UI/UX,Married,Yes,Family,No,6.925,No,9.5,77,42000
919,2020,Male,20,2020,5,No,No,4,2,Online,Yes,Yes,6,Intermediate,90,No,No,No,Machine Learning,2,Software,Single,No,Bachelor,No,4.95,No,7.425000000000001,66,45000
920,2022,Male,22,2021,5,No,No,2,1,Online,Yes,Yes,3,Basic,23,No,No,Yes,Networking,4,Hardware,Relationship,No,Bachelor,No,4.525,No,7.199999999999999,72,45000
921,2021,Female,20,2020,9,No,No,2,3,Offline,Yes,Yes,3,Advance,55,No,No,Yes,Networking,1,Hardware,Relationship,No,Bachelor,No,7.175000000000001,No,9.75,125,46000
922,2022,Male,20,2021,4,No,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,8,Software,Single,No,Family,No,4.4,No,6.675,27,46000
923,2022,Female,21,2021,7,No,No,3,2,Offline,Yes,Yes,2,Intermediate,32,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,5.85,No,8.5,109,47000
924,2021,Female,20,2019,9,No,No,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,No,Bachelor,No,5.175,No,8.2,132,48000
925,2020,Male,23,2019,10,No,No,2,3,Online,Yes,Yes,2,Intermediate,89,No,No,No,Networking,4,Hardware,Relationship,No,Family,Yes,6.125,No,8.774999999999999,132,48000
926,2020,Male,20,2020,11,No,Yes,5,1,Offline,Yes,Yes,3,Intermediate,68,Yes,No,Yes,Networking,2,Hardware,Single,No,Bachelor,No,6.65,No,9.475,135,48000
927,2020,Female,23,2019,11,Yes,No,6,3,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Relationship,No,Family,No,6.925,No,9.625,144,49000
928,2022,Female,21,2021,6,No,No,5,3,Online,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Family,No,6.574999999999999,No,9.25,75,49000
929,2020,Male,23,2018,8,Yes,No,3,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,2,UI/UX,Relationship,Yes,Family,No,7.025,No,9.475,135,50000
930,2021,Female,21,2019,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,6.1,No,8.6,56,50000
931,2021,Male,23,2019,7,No,No,1,1,Online,Yes,Yes,5,Advance,70,No,No,Yes,Cyber security,5,Hardware,Single,Yes,Family,No,6.25,No,8.05,66,50000
932,2021,Female,21,2020,7,No,No,2,3,Offline,Yes,Yes,6,Advance,100,No,No,Yes,Programming,1,UI/UX,Relationship,Yes,Family,No,6.375,No,9.5,112,50000
933,2022,Female,20,2021,5,No,No,3,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Programming,2,UI/UX,Single,No,Family,No,5.550000000000001,No,8.375,79,50000
934,2021,Female,20,2020,9,No,No,3,3,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,6.4,No,9.1,108,53000
935,2020,Female,23,2019,8,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,4.975,No,7.5,121,55000
936,2020,Female,24,2019,11,No,No,3,2,Offline,Yes,Yes,2,Intermediate,34,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,3.9000000000000004,No,6.550000000000001,143,55000
937,2020,Female,21,2019,11,No,No,4,3,Offline,Yes,Yes,2,Advance,79,No,No,Yes,Artificial Intelligence,2,Data Science,Relationship,No,Bachelor,No,6.675,No,9.425,143,55000
938,2020,Female,20,2020,9,No,No,4,2,Offline,Yes,No,6,Advance,100,No,No,No,Artificial Intelligence,2,Software,Single,Yes,Family,No,5.775,No,8.6,138,55000
939,2020,Male,24,2019,11,No,No,2,2,Offline,Yes,Yes,3,Intermediate,76,Yes,No,Yes,Networking,4,Hardware,Married,Yes,Family,No,3.15,No,5.925000000000001,143,56000
940,2019,Female,25,2018,11,No,No,1,2,Online,Yes,Yes,4,Basic,66,No,No,Yes,Networking,4,Hardware,Single,Yes,Family,No,3.875,No,6.949999999999999,143,57000
941,2021,Female,20,2020,9,No,No,2,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Relationship,Yes,Bachelor,No,6.6000000000000005,No,9.275,129,59000
942,2021,Male,20,2020,10,No,No,1,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,2,UI/UX,Relationship,Yes,Bachelor,No,6.8999999999999995,No,9.525,134,59000
943,2020,Male,25,2018,8,No,No,4,2,Offline,Yes,Yes,7,Basic,88,No,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,4.050000000000001,No,6.125,99,60000
944,2020,Female,23,2019,11,Yes,No,2,2,Online,Yes,Yes,4,Basic,80,No,No,No,Networking,2,Software,Single,Yes,Family,No,7.199999999999999,No,9.0,109,60000
945,2021,Female,23,2019,5,No,No,3,2,Offline,Yes,Yes,6,Intermediate,90,Yes,No,Yes,Programming,4,Software,Relationship,Yes,Family,No,6.5249999999999995,No,8.924999999999999,130,60000
946,2021,Female,23,2019,7,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,2,Artificial Intelligence,Single,Yes,Family,No,7.125,No,9.475,66,60000
947,2019,Male,23,2019,12,No,No,5,2,Offline,Yes,No,10,Advance,100,No,No,No,Networking,1,NETWORKING,Single,No,Family,No,5.475,No,9.25,111,60000
948,2021,Female,22,2019,7,No,No,2,2,Offline,Yes,Yes,4,Intermediate,60,Yes,No,Yes,Networking,2,Software,Single,Yes,Bachelor,No,4.75,No,7.025,97,60000
949,2020,Female,21,2019,8,No,No,5,2,Online,Yes,Yes,7,Advance,75,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,Yes,4.725,No,7.7,117,60000
950,2021,Female,21,2019,10,No,No,1,3,Offline,Yes,Yes,10,Advance,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,6.925,No,9.525,136,60000
951,2021,Male,22,2020,6,No,No,2,1,Offline,Yes,Yes,8,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,Yes,3.5,No,7.375,61,60000
952,2021,Female,20,2020,6,Yes,No,5,3,Offline,Yes,Yes,4,Advance,50,No,No,No,Machine Learning,1,UI/UX,Single,No,Bachelor,No,4.4,No,7.175000000000001,68,60000
953,2021,Female,20,2021,7,Yes,No,5,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Networking,1,Hardware,Married,No,Family,No,6.65,No,9.575,102,60000
954,2021,Male,20,2020,9,No,No,2,2,Offline,Yes,Yes,2,Intermediate,35,Yes,No,Yes,Programming,1,UI/UX,Single,No,Family,No,3.9000000000000004,No,6.550000000000001,107,62000
955,2022,Female,20,2021,5,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,4,Hardware,Married,No,Family,No,7.175000000000001,No,9.775,61,62000
956,2019,Male,24,2019,10,Yes,No,4,1,Offline,Yes,Yes,7,Intermediate,87,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,5.225,No,8.075,129,64000
957,2021,Female,20,2020,9,No,No,5,2,Online,Yes,Yes,2,Advance,86,No,No,Yes,Artificial Intelligence,2,Data Science,Single,Yes,Bachelor,No,3.9000000000000004,No,6.65,120,64000
958,2020,Female,21,2020,10,Yes,No,7,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,2,Hardware,Married,No,Family,Yes,6.949999999999999,No,9.725,138,65000
959,2021,Male,20,2020,9,No,No,1,1,Offline,Yes,Yes,2,Intermediate,67,No,No,Yes,Cyber security,2,Data Science,Married,Yes,Family,No,6.125,No,8.774999999999999,103,65000
960,2022,Female,19,2022,3,No,No,3,1,Offline,Yes,Yes,3,Advance,95,No,No,No,Machine Learning,1,Hardware,Single,No,Bachelor,No,6.949999999999999,No,9.725,35,65000
961,2019,Male,24,2018,11,No,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,Yes,4.175,No,6.825,143,66000
962,2020,Male,22,2019,10,No,No,2,2,Offline,Yes,No,9,Advance,100,No,No,No,Programming,4,Software,Relationship,Yes,Bachelor,No,3.875,No,6.7,134,66000
963,2023,Female,19,2021,2,No,No,2,2,Online,Yes,Yes,10,Advance,77,No,No,No,Machine Learning,2,Software,Relationship,No,Family,No,4.675000000000001,No,7.199999999999999,35,66000
964,2022,Male,21,2021,5,No,No,4,2,Offline,Yes,Yes,2,Advance,85,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,3.9000000000000004,No,6.574999999999999,65,66000
965,2021,Female,23,2019,7,No,No,2,2,Online,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,1,Hardware,Relationship,No,Family,No,6.75,No,8.75,66,67000
966,2021,Female,20,2020,9,No,No,2,2,Offline,Yes,No,2,Intermediate,89,Yes,No,Yes,Networking,4,Hardware,Single,No,Family,No,6.8999999999999995,No,9.5,113,67000
967,2021,Male,22,2021,8,No,No,2,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,3.625,No,6.4,88,67000
968,2020,Male,20,2020,8,No,No,5,3,Online,Yes,Yes,6,Advance,90,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,3.875,No,6.8999999999999995,77,68000
969,2021,Male,20,2020,9,No,No,2,3,Offline,Yes,Yes,2,Intermediate,87,No,No,No,Networking,4,Hardware,Single,No,Bachelor,No,6.675,No,9.325,101,68000
970,2021,Female,21,2020,9,No,No,2,2,Offline,Yes,Yes,3,Advance,86,No,No,Yes,Artificial Intelligence,1,Data Science,Single,Yes,Bachelor,Yes,7.1499999999999995,No,9.75,119,68000
971,2020,Female,22,2018,6,No,No,4,3,Offline,Yes,Yes,2,Intermediate,80,No,No,No,Cyber security,3,UI/UX,Single,No,Family,Yes,5.074999999999999,No,8.125,59,70000
972,2019,Female,22,2018,10,No,No,4,2,Offline,Yes,Yes,7,Advance,95,No,No,No,Networking,2,Software,Relationship,No,Family,No,5.775,No,9.125,140,70000
973,2021,Female,22,2019,8,Yes,No,4,3,Offline,Yes,No,3,Advance,100,No,No,No,Networking,3,Hardware,Single,Yes,Bachelor,No,6.65,No,9.45,109,70000
974,2022,Female,20,2021,5,No,No,6,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,Software,Relationship,No,Family,No,5.2749999999999995,No,8.149999999999999,87,70000
975,2022,Male,19,2021,5,No,No,3,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,4,Hardware,Single,No,Family,No,4.175,No,6.75,77,70000
976,2019,Male,23,2019,11,Yes,No,3,2,Offline,Yes,Yes,5,Advance,97,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,No,6.0,No,8.6,139,71000
977,2021,Female,21,2020,3,No,No,3,2,Online,Yes,Yes,10,Basic,30,Yes,No,No,Machine Learning,1,Hardware,Single,No,Family,No,3.875,No,7.025,34,73000
978,2022,Female,20,2020,5,Yes,No,5,2,Online,Yes,Yes,9,Intermediate,90,No,No,Yes,Cyber security,1,Data Science,Single,Yes,Bachelor,No,6.375,No,8.975,72,73000
979,2021,Male,20,2021,9,No,No,1,4,Offline,Yes,Yes,3,Intermediate,87,Yes,No,Yes,Web development,4,Software,Relationship,Yes,Family,No,6.125,No,8.9,123,74000
980,2019,Male,21,2019,11,Yes,No,6,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,6.925,No,9.675,139,75000
981,2021,Female,20,2020,8,No,No,3,1,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,UI/UX,Single,Yes,Bachelor,No,6.324999999999999,No,9.0,95,75000
982,2022,Female,19,2021,6,No,No,3,1,Online,Yes,Yes,3,Intermediate,43,Yes,No,Yes,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,4.125,No,6.775,73,75000
983,2021,Female,19,2020,4,No,No,3,1,Online,Yes,Yes,9,Basic,70,No,No,No,Artificial Intelligence,3,Hardware,Relationship,No,Bachelor,Yes,5.8,No,9.200000000000001,46,77000
984,2020,Female,20,2020,11,No,No,1,3,Offline,Yes,Yes,2,Intermediate,76,No,No,No,Programming,2,UI/UX,Married,Yes,Family,No,6.5249999999999995,No,9.25,144,77000
985,2020,Male,20,2020,11,No,No,2,1,Online,Yes,Yes,3,Intermediate,54,Yes,No,No,Programming,4,UI/UX,Single,Yes,Family,No,3.875,No,6.5249999999999995,143,77000
986,2021,Male,19,2021,4,No,No,4,2,Online,Yes,Yes,8,Intermediate,100,No,No,Yes,Machine Learning,2,Data Science,Single,Yes,Family,No,5.575,No,9.175,45,77000
987,2018,Male,25,2017,12,No,No,1,3,Online,Yes,Yes,3,Advance,60,Yes,No,Yes,Programming,3,Software,Relationship,Yes,Bachelor,No,6.125,No,8.35,122,78000
988,2020,Female,22,2017,11,No,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,Networking,1,Artificial Intelligence,Married,No,Family,Yes,5.2749999999999995,No,8.9,132,78000
989,2020,Male,24,2019,10,No,No,3,2,Offline,Yes,Yes,5,Intermediate,77,No,No,No,Artificial Intelligence,1,Data Science,Single,No,Bachelor,No,3.975,No,6.550000000000001,132,78000
990,2019,Male,25,2019,11,No,No,5,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Web development,4,Software,Relationship,Yes,Family,No,6.4,No,9.175,143,78000
991,2021,Male,20,2020,6,No,No,6,3,Online,Yes,No,3,Advance,100,No,No,No,Networking,1,Data Science,Single,Yes,Bachelor,No,6.8999999999999995,No,9.425,97,78000
992,2021,Male,21,2020,9,No,No,2,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,6.8999999999999995,No,9.5,124,78000
993,2021,Male,20,2020,8,No,No,3,3,Offline,Yes,No,2,Intermediate,100,No,No,No,Cyber security,4,Data Science,Single,No,Bachelor,No,6.5249999999999995,No,9.25,98,79000
994,2020,Female,20,2020,11,Yes,No,1,3,Offline,Yes,Yes,3,Basic,100,No,No,No,Programming,4,UI/UX,Relationship,No,Family,No,6.875,No,9.65,143,79000
995,2020,Male,21,2019,10,Yes,No,2,3,Offline,Yes,Yes,3,Basic,90,No,Yes,No,Programming,3,Data Science,Relationship,Yes,Family,No,4.95,No,7.7749999999999995,125,80000
996,2020,Male,20,2019,9,Yes,No,6,4,Offline,Yes,Yes,3,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Family,No,6.925,No,9.675,125,80000
997,2022,Male,21,2021,5,No,No,2,2,Offline,Yes,Yes,5,Intermediate,78,No,No,Yes,Artificial Intelligence,2,Hardware,Single,Yes,Family,No,4.475,No,7.05,71,80000
998,2022,Female,21,2021,6,No,No,3,2,Online,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,2,Software,Single,No,Bachelor,No,4.699999999999999,No,7.275,74,80000
999,2020,Male,21,2020,8,No,No,3,1,Online,Yes,Yes,7,Intermediate,71,No,No,No,Machine Learning,1,Software,Relationship,Yes,Bachelor,Yes,5.949999999999999,No,8.725000000000001,109,81000
1000,2021,Male,20,2020,9,No,No,4,2,Online,Yes,Yes,5,Intermediate,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,5.2,No,8.025,113,83000
1001,2022,Female,21,2021,4,No,No,5,2,Online,Yes,Yes,7,Intermediate,70,No,No,No,Programming,1,Hardware,Relationship,No,Family,No,4.725,No,8.5,56,86000
1002,2021,Male,20,2019,6,No,No,2,1,Online,Yes,Yes,5,Advance,31,Yes,Yes,Yes,Programming,1,Software,Married,Yes,Family,No,3.025,No,6.175000000000001,139,87000
1003,2020,Male,20,2019,8,No,No,3,2,Offline,Yes,Yes,6,Intermediate,60,No,No,Yes,Machine Learning,2,Software,Single,Yes,Bachelor,No,4.525,No,7.1499999999999995,117,87000
1004,2022,Male,20,2021,8,No,No,5,3,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,Yes,6.125,No,9.200000000000001,124,87000
1005,2018,Male,25,2018,11,No,No,2,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Married,Yes,Family,No,3.9000000000000004,No,6.65,143,88000
1006,2020,Female,25,2019,11,No,No,3,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Web development,2,Software,Single,Yes,Bachelor,No,4.0,No,6.7,143,88000
1007,2020,Female,20,2020,11,No,No,2,2,Online,Yes,Yes,3,Advance,56,Yes,No,No,Programming,2,UI/UX,Relationship,No,Bachelor,No,4.525,No,7.2250000000000005,144,88000
1008,2021,Female,20,2021,7,No,No,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,5,Software,Married,No,Family,No,4.4,No,7.025,96,88000
1009,2020,Female,21,2020,10,No,No,2,1,Offline,Yes,Yes,2,Basic,86,Yes,No,Yes,Artificial Intelligence,4,Data Science,Single,No,Bachelor,No,3.9250000000000003,No,6.625,135,89000
1010,2020,Male,24,2019,10,No,No,3,2,Offline,Yes,Yes,5,Advance,100,No,No,No,Networking,2,Hardware,Single,Yes,Bachelor,No,5.125,No,8.625,85,90000
1011,2021,Male,20,2020,9,No,No,3,2,Offline,Yes,Yes,1,Advance,67,Yes,No,No,Programming,2,UI/UX,Single,No,Family,No,5.949999999999999,No,8.675,130,90000
1012,2021,Female,20,2020,8,No,No,2,2,Offline,Yes,No,2,Advance,100,Yes,No,No,Programming,1,UI/UX,Relationship,Yes,Family,No,6.675,No,9.325,93,90000
1013,2022,Male,22,2021,6,No,No,3,1,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Single,No,Bachelor,No,3.9000000000000004,No,6.675,71,90000
1014,2021,Male,20,2020,9,No,No,2,2,Offline,Yes,Yes,3,Advance,100,Yes,No,Yes,Networking,1,Hardware,Relationship,Yes,Family,No,4.7749999999999995,No,7.4,109,94000
1015,2020,Male,24,2017,9,No,No,3,2,Online,Yes,Yes,2,Intermediate,70,Yes,No,No,Networking,2,UI/UX,Relationship,Yes,Family,Yes,4.725,No,7.95,113,95000
1016,2021,Female,20,2019,7,No,No,4,2,Offline,Yes,Yes,6,Advance,100,No,No,No,Web development,1,UI/UX,Single,No,Family,No,6.8999999999999995,No,9.7,109,95000
1017,2020,Female,23,2019,11,No,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Programming,2,Software,Relationship,Yes,Bachelor,No,6.8999999999999995,No,9.6,144,96000
1018,2022,Male,20,2021,6,Yes,No,5,3,Offline,Yes,Yes,2,Advance,76,Yes,No,No,Programming,1,UI/UX,Relationship,Yes,Bachelor,No,6.75,No,9.675,78,97000
1019,2019,Male,22,2019,11,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Programming,2,UI/UX,Single,No,Family,No,6.4,No,9.1,143,98000
1020,2022,Male,20,2020,5,No,No,1,1,Online,Yes,Yes,2,Intermediate,78,Yes,No,Yes,Networking,1,Hardware,Relationship,No,Family,No,4.525,No,7.1,71,98000
1021,2020,Male,24,2018,8,No,No,2,2,Offline,Yes,Yes,8,Basic,98,No,No,No,Networking,3,Hardware,Single,No,Family,Yes,6.324999999999999,No,8.4,76,100000
1022,2019,Female,23,2019,5,No,No,2,1,Offline,Yes,Yes,7,Basic,90,Yes,No,Yes,Networking,2,Hardware,Single,Yes,Bachelor,No,6.35,No,8.924999999999999,84,100000
1023,2019,Female,22,2019,6,No,No,4,2,Offline,Yes,Yes,4,Intermediate,80,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,6.125,No,8.75,16,100000
1024,2020,Female,21,2020,8,Yes,Yes,8,3,Offline,Yes,Yes,2,Advance,100,No,No,No,Networking,4,UI/UX,Single,No,Family,No,7.275,No,10.0,97,100000
1025,2022,Male,20,2021,6,No,No,1,2,Offline,Yes,Yes,2,Intermediate,54,No,No,Yes,Networking,4,Hardware,Married,Yes,Family,No,6.675,No,9.425,78,100000
1026,2019,Female,22,2018,11,No,No,5,3,Offline,Yes,Yes,8,Intermediate,77,No,No,Yes,Machine Learning,2,Software,Single,No,Bachelor,No,5.825,No,9.7,144,110000
1027,2021,Male,24,2019,10,No,No,1,2,Online,Yes,Yes,3,Basic,100,Yes,No,No,Networking,4,Hardware,Married,Yes,Family,No,7.175000000000001,No,9.775,140,110000
1028,2020,Female,20,2020,10,No,No,3,2,Online,Yes,No,9,Advance,100,No,No,No,Artificial Intelligence,4,Hardware,Relationship,Yes,Bachelor,No,5.225,No,8.075,119,110000
1029,2020,Female,25,2018,9,No,No,2,3,Online,Yes,Yes,3,Intermediate,77,Yes,No,Yes,Networking,2,Hardware,Married,Yes,Family,No,4.175,No,6.825,124,112000
1030,2022,Female,20,2021,5,No,No,1,1,Online,Yes,Yes,10,Intermediate,45,Yes,No,No,Cyber security,1,Data Science,Relationship,Yes,Family,No,2.875,No,5.9750000000000005,75,112000
1031,2022,Female,21,2021,5,No,No,2,2,Offline,Yes,Yes,3,Advance,100,Yes,No,Yes,Web development,4,Software,Married,No,Family,No,6.4,No,9.1,68,113000
1032,2021,Male,20,2020,7,No,No,3,2,Offline,Yes,No,3,Basic,100,No,No,No,Programming,3,Software,Single,No,Bachelor,No,4.975,No,7.35,88,120000
1033,2023,Female,19,2021,2,Yes,No,6,4,Offline,Yes,Yes,4,Intermediate,100,No,Yes,No,Cyber security,3,Data Science,Single,Yes,Bachelor,No,6.949999999999999,No,9.5,29,120000
1034,2020,Male,20,2019,10,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,No,No,Cyber security,1,Hardware,Relationship,Yes,Bachelor,No,5.525,No,8.25,137,122000
1035,2020,Male,20,2020,11,No,No,3,3,Offline,Yes,Yes,3,Advance,100,No,No,No,Artificial Intelligence,1,Data Science,Relationship,No,Bachelor,No,3.65,No,6.2749999999999995,143,122000
1036,2020,Male,20,2020,10,Yes,No,2,2,Offline,Yes,Yes,2,Intermediate,64,Yes,No,No,Networking,4,Hardware,Single,No,Bachelor,Yes,6.675,No,9.45,136,127000
1037,2020,Male,21,2018,9,No,No,5,3,Online,Yes,No,7,Intermediate,100,No,No,Yes,Networking,2,Hardware,Single,No,Bachelor,No,5.8,No,9.45,123,130000
1038,2022,Female,21,2020,4,No,No,4,2,Offline,Yes,Yes,7,Intermediate,79,No,No,No,Artificial Intelligence,3,Hardware,Married,Yes,Family,No,5.550000000000001,No,8.525,59,133000
1039,2022,Female,20,2020,3,No,No,4,2,Offline,Yes,Yes,7,Intermediate,80,No,No,Yes,Programming,1,UI/UX,Single,No,Bachelor,No,4.699999999999999,No,7.425000000000001,29,140000
1040,2020,Male,20,2020,10,No,No,2,1,Online,Yes,Yes,3,Basic,73,Yes,No,No,Networking,2,Hardware,Married,No,Bachelor,No,3.625,No,6.3,135,140000
1041,2020,Male,25,2018,9,No,No,3,1,Offline,Yes,Yes,2,Advance,87,Yes,No,No,Networking,4,Hardware,Single,Yes,Family,No,3.85,No,6.550000000000001,121,144000
1042,2021,Male,20,2020,8,No,No,3,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,1,Hardware,Single,Yes,Family,No,6.949999999999999,No,9.65,89,145000
1043,2019,Male,21,2018,11,No,No,2,2,Offline,Yes,Yes,3,Intermediate,80,No,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,5.25,No,8.525,139,150000
1044,2020,Male,24,2019,11,No,No,5,3,Offline,Yes,No,2,Advance,100,Yes,No,Yes,Networking,1,Hardware,Single,No,Family,No,6.425,No,9.075,144,150000
1045,2022,Female,19,2021,4,No,No,2,2,Offline,Yes,Yes,4,Intermediate,100,No,No,No,Artificial Intelligence,1,Software,Relationship,Yes,Family,No,6.1,No,8.975,68,155000
1046,2019,Male,23,2019,10,No,No,3,1,Online,Yes,Yes,2,Basic,78,Yes,Yes,No,Networking,1,Hardware,Married,No,Family,No,4.175,No,6.925,139,160000
1047,2021,Female,21,2020,6,No,No,3,3,Online,Yes,Yes,5,Advance,100,No,No,No,Artificial Intelligence,1,Hardware,Relationship,Yes,Bachelor,No,3.875,No,6.5249999999999995,92,165000
1048,2021,Female,20,2020,9,No,No,2,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Cyber security,1,Data Science,Single,Yes,Family,Yes,5.85,No,8.55,103,165000
1049,2021,Male,20,2020,7,No,No,2,1,Offline,Yes,Yes,6,Basic,80,Yes,No,No,Web development,2,Hardware,Single,Yes,Family,No,3.85,No,7.375,90,169000
1050,2020,Male,21,2020,5,No,No,4,3,Offline,Yes,Yes,5,Basic,70,No,No,Yes,Web development,2,Software,Relationship,No,Family,No,5.0,No,7.574999999999999,71,170000
1051,2020,Female,21,2018,9,No,No,2,1,Online,Yes,Yes,10,Intermediate,50,Yes,No,Yes,Cyber security,2,Hardware,Relationship,No,Family,No,3.375,No,6.65,105,200000
